statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Robert Pittenger,"May 2, 2017","Says the Republican plan to replace Obamacare, ""absolutely does not eliminate protections for pre-existing conditions.""",mostly-false,written statement,Families; Health Care; Public Health; Regulation; States; North Carolina,Will Doran,"May 4, 2017",https://www.politifact.com/factchecks/2017/may/04/robert-pittenger/does-new-version-ahca-protect-coverage-pre-existin/
Jimmy Kimmel,"May 1, 2017","""President Trump last month proposed a $6 billion cut in funding to the National Institutes of Health. And thank God our congressmen made a deal last night to not go along with that. They actually increased funding by $2 billion.""",mostly-true,monologue on his show,Federal Budget; Health Care; Science; PunditFact,Louis Jacobson,"May 3, 2017",https://www.politifact.com/factchecks/2017/may/03/jimmy-kimmel/jimmy-kimmel-largely-right-about-cuts-additions-ni/
Margaret Hoover,"May 2, 2017","Regarding the surgery that saved Jimmy Kimmel's son, ""Medicaid has stopped providing this kind of service.""",false,discussion on CNN,Children; Health Care; PunditFact,Louis Jacobson,"May 2, 2017",https://www.politifact.com/factchecks/2017/may/02/margaret-hoover/cnns-margaret-hoover-corrects-claim-kimmel-surgery/
Donald Trump,"April 30, 2017","Says of the GOP health care proposal, ""pre-existing conditions are in the bill.""",mostly-false,interview,Health Care; Government Regulation; Medicaid; Medicare; Florida,Amy Sherman,"May 1, 2017",https://www.politifact.com/factchecks/2017/may/01/donald-trump/does-new-version-ahca-still-cover-pre-existing-con/
Club for Growth,"April 15, 2017","The conservative proposal to replace the Affordable Care Act ""lowers premiums by giving New York the freedom to end Obamacare’s costly and ridiculous rules.""",mostly-false,ad aired on radio and television,Health Care; New York,Dan Clark,"April 22, 2017",https://www.politifact.com/factchecks/2017/apr/22/club-growth/new-conservative-health-care-proposal-would-have-l/
Vicky Hartzler,"March 14, 2017","""For too long, Obamacare has caused high premiums and dismal coverage. ... Under Obamacare premiums in job-based coverage have increased by $3,775""",mostly-false,tweet,Health Care; Missouri,Gary  Garrison,"April 13, 2017",https://www.politifact.com/factchecks/2017/apr/13/vicky-hartzler/rep-hartzler-misses-trend-insurance-premiums/
Michael Kearns,"April 11, 2017","There were ""76 deaths in three years"" at the Buffalo Psychiatric Center",pants-fire,press conference,Health Care; New York,Dan Clark,"April 12, 2017",https://www.politifact.com/factchecks/2017/apr/12/michael-kearns/how-many-patients-have-died-buffalo-psychiatric-ce/
Donna Campbell,"March 22, 2017","""Seven out of ten doctors are not taking any new Medicaid patients as lower reimbursement rates make it cost-prohibitive.""",mostly-false,email blast after meeting with President Trump,Health Care; Medicaid; Texas,W. Gardner Selby,"April 7, 2017",https://www.politifact.com/factchecks/2017/apr/07/donna-campbell/donna-campbell-says-due-low-rates-70-percent-physi/
Chris Collins,"March 16, 2017","In New York state, ""you cannot charge an older person even one dollar more than a younger person"" for health insurance.",true,CNN town hall,Health Care; New York,Dan Clark,"March 31, 2017",https://www.politifact.com/factchecks/2017/mar/31/chris-collins/new-york-law-prohibits-higher-health-insurance-pre/
John Cornyn,"March 9, 2017","Texas ""spent close to a third of its budget on Medicaid last year, a third of all state spending.""",mostly-true,U.S. Senate floor speech,Health Care; Medicaid; State Budget; Texas,W. Gardner Selby,"March 28, 2017",https://www.politifact.com/factchecks/2017/mar/28/john-cornyn/john-cornyn-Texas-Medicaid-spending-counts-state-f/
Hugh Hewitt,"March 26, 2017","Obamacare ""is in a death spiral.""",false,"comments on ""Meet the Press""",Health Care; PunditFact,Allison Graves,"March 26, 2017",https://www.politifact.com/factchecks/2017/mar/26/hugh-hewitt/obamacare-death-spiral/
Carolyn Maloney,"March 16, 2017","""More than half of Planned Parenthood facilities are in rural or medically underserved areas.""",true,remarks on the House floor,Abortion; National; Health Care; Public Health; Women,Sarah Waychoff,"March 24, 2017",https://www.politifact.com/factchecks/2017/mar/24/carolyn-maloney/ny-rep-maloney-most-planned-parenthood-clinics-are/
David Price,"March 22, 2017","""Under the Republican health care repeal proposal North Carolina faces the 2nd highest premium increase in the nation. North Carolina residents will face an average cost increase of over $7,500.""",half-true,report from his Congressional office,Congress; Health Care; States; North Carolina; Taxes,Will Doran,"March 24, 2017",https://www.politifact.com/factchecks/2017/mar/24/david-price/price-right-north-carolina-would-have-nations-seco/
Barack Obama,"March 23, 2017","""The vast majority of marketplace enrollees have experienced no average premium hike at all.""",mostly-true,statement on the 7th anniversary of the Affordable Care Act,National; Health Care,Jon Greenberg,"March 23, 2017",https://www.politifact.com/factchecks/2017/mar/23/barack-obama/obama-no-premium-hike-vast-majority-covered-govern/
Ron Johnson,"March 21, 2017","The GOP’s Obamacare replacement would reduce subsidies that help lower-income people buy health insurance, but also ""expand the entitlement"" by giving subsidies to higher-income people ""that Obamacare never helped.""",true,interview,Health Care; Income; Taxes; Wisconsin,Tom Kertscher,"March 23, 2017",https://www.politifact.com/factchecks/2017/mar/23/ron-johnson/gop-obamacare-replacement-cuts-aid-lower-income-pe/
Mike Pence,"March 19, 2017","Says President Donald Trump’s proposal to allow Americans to buy health insurance across state lines would make it the same as ""the way you buy car insurance"" today.",false,remarks,National; Health Care; Government Regulation,Louis Jacobson,"March 23, 2017",https://www.politifact.com/factchecks/2017/mar/23/mike-pence/discussing-health-care-mike-pence-wrong-about/
Chris Murphy,"March 16, 2017","""In year No. 1, 14 million Americans lose coverage,"" according to the CBO.",mostly-true,press conference,National; Health Care,John Kruzel,"March 22, 2017",https://www.politifact.com/factchecks/2017/mar/22/chris-murphy/house-gop-health-care-bill-would-cause-14-million-/
Mark Pocan,"March 20, 2017","Under ""Trumpcare,"" the Republican replacement for Obamacare, ""$600 billion worth of tax breaks will go to the wealthiest in this country.""",half-true,video,Health Care; Income; Wealth; Taxes; Wisconsin,Tom Kertscher,"March 21, 2017",https://www.politifact.com/factchecks/2017/mar/21/mark-pocan/americas-wealthiest-get-600-billion-tax-breaks-rep/
Jack Kingston,"March 12, 2017","""I remember years ago looking at a CBO report that in 1964 predicted that Medicare would cost $9 billion 10 years later. And I think it was already over $100 billion at that point.""",false,interview on CNN,Georgia; Congress; Federal Budget; Health Care,Sarah Waychoff,"March 20, 2017",https://www.politifact.com/factchecks/2017/mar/20/jack-kingston/did-cbo-exist-1964-no/
Luis Gutierrez,"March 12, 2017","""2009-2010, let's remember, hundreds of Republican amendments were adopted in the ACA.""",half-true,CNN's State of the Union,National; Bipartisanship; Congress; Health Care,Gabrielle Healy,"March 16, 2017",https://www.politifact.com/factchecks/2017/mar/16/luis-gutierrez/rep-gutierrez-says-hundreds-republican-amendments-/
Kathleen Sebelius,"March 12, 2017","Blue Cross Blue Shield ended ""2016 open enrollment with 1 million members in the Florida marketplace.""",mostly-true,interview on Meet the Press,Health Care; Florida,Amy Sherman,"March 15, 2017",https://www.politifact.com/factchecks/2017/mar/15/kathleen-sebelius/florida-blue-ended-2016-1-million-members-obamacar/
Rosemary Laird,"March 14, 2017","""Currently, half a million Floridians have Alzheimer’s disease, and in less than 10 years, a 40 percent growth rate means that another 200,000 Floridians will develop this devastating illness.""",mostly-true,Florida Senate committee hearing,Disability; Health Care; Retirement; Florida,Louis Jacobson,"March 14, 2017",https://www.politifact.com/factchecks/2017/mar/14/rosemary-laird/do-half-million-people-florida-have-alzheimers-dis/
Mick Mulvaney,"March 13, 2017","The House Republican health care ""plan doesn't get rid of Medicaid expansion.""",mostly-false,press conference,National; Health Care; Medicaid; Public Health,Lauren Carroll,"March 14, 2017",https://www.politifact.com/factchecks/2017/mar/14/mick-mulvaney/mick-mulvaneys-misleading-claim-house-gop-health-c/
Paul Ryan,"March 13, 2017","A report from the nonpartisan Congressional Budget Office ""confirms that the American Health Care Act will lower premiums.""",half-true,news release,Corporations; Federal Budget; Health Care; Medicaid; Wisconsin,Tom Kertscher,"March 14, 2017",https://www.politifact.com/factchecks/2017/mar/14/paul-ryan/paul-ryans-partially-accurate-claim-republican-rep/
Donald Trump,"March 13, 2017","""One-third of the counties — think of it, one-third — only have one insurer left"" on the Affordable Care Act exchanges.",true,listening session on health care,National; Health Care,Lauren Carroll,"March 13, 2017",https://www.politifact.com/factchecks/2017/mar/13/donald-trump/donald-trump-one-third-counties-have-only-one-insu/
Tammy Baldwin,"March 8, 2017","""‘TrumpCare’ would allow insurance execs to personally make millions off your health care.""",mostly-false,tweet,Corporations; Health Care; Income; Taxes; Wisconsin,Tom Kertscher,"March 13, 2017",https://www.politifact.com/factchecks/2017/mar/13/tammy-baldwin/would-trumpcare-gop-replacement-obamacare-allow-in/
Tom Price,"March 12, 2017","""The number of individuals who actually got coverage through the exchange who didn't have coverage before, or who weren't eligible for Medicaid before is relatively small. So we've turned things upside down completely for 3 million, or 4 million, or 5 million individuals.""",false,"interview on ""Meet the Press""",National; Health Care,Aaron Sharockman,"March 12, 2017",https://www.politifact.com/factchecks/2017/mar/12/tom-price/tom-price-undercounts-obamacare-impact-getting-mor/
Mick Mulvaney,"March 12, 2017","""If the CBO was right about Obamacare to begin with, there'd be 8 million more people on Obamacare today than there actually are. … Sometimes we ask them to do stuff that they're not capable of doing.""",half-true,"segment on ABC's ""This Week""",National; Health Care,Allison Graves,"March 12, 2017",https://www.politifact.com/factchecks/2017/mar/12/mick-mulvaney/fact-checking-white-house-attack-nonpartisan-cbos-/
Caleb Rowden,"January 20, 2017","""And this would be the first year, if everything holds true, we will spend over $10 billion of our state budget on Medicaid out of the $28 billion budget.""",mostly-true,statement at a legislative breakfast,Health Care; Medicaid; Public Health; Missouri,Austin Hough,"March 12, 2017",https://www.politifact.com/factchecks/2017/mar/12/caleb-rowden/rowden-mostly-right-about-medicaid-costs/
Donna Howard,"February 27, 2017","Says condoms ""used to be tax-exempt here in Texas.""",true,Facebook Live interview with Austin bureau reporters for the Dallas Morning News,Health Care; Sexuality; Taxes; Texas,W. Gardner Selby,"March 10, 2017",https://www.politifact.com/factchecks/2017/mar/10/donna-howard/donna-howard-says-condoms-used-be-tax-exempt-texas/
Tom Price,"March 7, 2017","The Obama administration said ""they were going to be able to drive folks away from one of the most expensive areas for the provision of health care, and that is the emergency rooms. In fact, they did just the opposite.""",mostly-true,press briefing,National; Health Care,Louis Jacobson,"March 10, 2017",https://www.politifact.com/factchecks/2017/mar/10/tom-price/hhs-chief-tom-price-correct-er-use-obamacare/
Gavin Newsom,"March 7, 2017","""Cost of iPhone: $399
- Cost of healthcare for 1 year: $10,345
- Hearing @jasoninthehouse compare the 2 as if they are the same: priceless""",mostly-true,tweet,Health Care; Technology; The 2018 California Governor's Race; California,Chris Nichols,"March 10, 2017",https://www.politifact.com/factchecks/2017/mar/10/gavin-newsom/debate-over-iphone-vs-health-care-costs-gavin-news/
Bernie Sanders,"March 8, 2017","The GOP health care plan gives ""$275 billion in tax breaks for the top 2 percent, people earning $250,000 a year or more.""",mostly-true,"interview on MSNBC's ""All In With Chis Hayes""",National; Health Care; Taxes,Jon Greenberg,"March 9, 2017",https://www.politifact.com/factchecks/2017/mar/09/bernie-sanders/sanders-gop-health-care-plan-gives-wealthiest-275-/
Greg Walden,"March 7, 2017","Under the Affordable Care Act, ""some people were gaming the system"" by paying ""for nine months of insurance, get 12 -- the other three for free.""",mostly-false,oress conference,National; Health Care,Louis Jacobson,"March 8, 2017",https://www.politifact.com/factchecks/2017/mar/08/greg-walden/are-americans-gaming-system-get-cheaper-obamacare-/
