statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Mike Pence,"July 20, 2016","Says as Indiana governor, he has made ""record investments in education.""",half-true,speech at the Republican National Convention,National; Education; State Budget,Lauren Carroll,"July 21, 2016",https://www.politifact.com/factchecks/2016/jul/21/mike-pence/mike-pence-stretches-claim-record-education-spendi/
Snapchat,"June 30, 2016","""90% of rural women and 55% of all women are illiterate"" in Morocco.",false,snapchat,Global News Service; Education; Women,Joseph Cariz,"July 14, 2016",https://www.politifact.com/factchecks/2016/jul/14/snapchat/snapchat-highlights-decades-old-data-part-michelle/
Ritch Workman,"June 20, 2016","Says he ""voted to remove Common Core from our schools.""",mostly-false,online ad,Education; Florida,Joshua Gillin,"July 11, 2016",https://www.politifact.com/factchecks/2016/jul/11/ritch-workman/workman-voted-remove-common-core/
Pat Robertson,"June 27, 2016","President Barack Obama attended  ""an Islamic madrassa.""",mostly-false,TV broadcast,Education; Islam; Virginia,Sean Gorman,"July 5, 2016",https://www.politifact.com/factchecks/2016/jul/05/pat-robertson/pat-robertson-misleadingly-says-obama-was-schooled/
Hillary Clinton,"June 22, 2016","""Thanks to (North Carolina’s) governor and the legislature, the average teacher salary can barely support a family.""",mostly-false,speech,Education; Families; State Budget; Workers; North Carolina,Will Doran,"June 28, 2016",https://www.politifact.com/factchecks/2016/jun/28/hillary-clinton/hillary-clinton-wrongly-places-full-blame-nc-teach/
Ted Cruz,"May 14, 2016","Barack Obama issued a decree ""demanding that every public school now allow grown men and boys into the little girls’ bathroom.""",mostly-false,his speech at the Republican Party of Texas convention,Children; Education; Legal Issues; Sexuality; Texas,Eleanor Dearman,"June 26, 2016",https://www.politifact.com/factchecks/2016/jun/26/ted-cruz/ted-cruz-makes-mostly-false-claim-about-obama-dire/
Tim Kaine,"June 15, 2016","""For every extra year that a girl stays in secondary school, her chance of getting infected with HIV/AIDS decreases by half.""",mostly-true,senate hearing,Global News Service; Education; Foreign Policy; Public Health; Women,Jon Greenberg,"June 24, 2016",https://www.politifact.com/factchecks/2016/jun/24/tim-kaine/more-schooling-reduces-hiv-risk-how-much/
Russ  Feingold,"June 3, 2016","The average student debt ""coming out of the University of Wisconsin-Madison is something like 28,000 dollars.""",mostly-true,speech,Education; Wisconsin,Sarah Hauer,"June 17, 2016",https://www.politifact.com/factchecks/2016/jun/17/russ-feingold/russ-feingold-says-average-uw-madison-student-grad/
"Americans For Prosperity, North Carolina chapter","June 1, 2016","There are ""500 failing schools in North Carolina""",half-true,official statement,Children; Education; Poverty; North Carolina,Will Doran,"June 16, 2016",https://www.politifact.com/factchecks/2016/jun/16/americans-prosperity-north-carolina-chapter/americans-prosperity-exaggerates-number-failing-sc/
Paul Ryan,"May 14, 2016","American colleges amount to a ""cartel.""",mostly-false,tweet,Education; Wisconsin,Cara Lombardo,"June 16, 2016",https://www.politifact.com/factchecks/2016/jun/16/paul-ryan/paul-ryan-right-american-colleges-amount-cartel/
Austin Independent School District,"June 2, 2016","""Austin ISD has the highest graduation rate of every major city in Texas.""",mostly-false,advertisement spotted at the site of high school graduation ceremonies,Children; Education; Texas,W. Gardner Selby,"June 10, 2016",https://www.politifact.com/factchecks/2016/jun/10/austin-independent-school-district/austin-districts-claim-highest-graduation-rate-amo/
Scott Walker,"May 16, 2016","Since 1978, college ""tuition nationwide has gone up something like four times the rate of inflation.""",true,radio interview,Education; Wisconsin,Sarah Hauer,"June 9, 2016",https://www.politifact.com/factchecks/2016/jun/09/scott-walker/scott-walker-says-college-tuition-has-risen-four-t/
Katie McGinty,"June 3, 2016",Says she was the first in her family to go to a four-year college.,pants-fire,On the 'About' page of McGinty's campaign website,Education; Pennsylvania,Mark Dent,"June 3, 2016",https://www.politifact.com/factchecks/2016/jun/03/katie-mcginty/rating-katie-mcgintys-curious-campaign-college-cla/
Robin Vos,"May 26, 2016","""The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.""",true,an online opinion-piece,Education; Wisconsin,Cara Lombardo,"June 3, 2016",https://www.politifact.com/factchecks/2016/jun/03/robin-vos/robin-vos-takes-aim-chicago-bears-quarterbacks-and/
Scott Walker,"May 16, 2016","The University of Wisconsin System had a ""jobs-for-life tenure program"" for professors.",half-true,radio interview,Education; Wisconsin,Cara Lombardo,"June 3, 2016",https://www.politifact.com/factchecks/2016/jun/03/scott-walker/scott-walker-says-uw-tenure-policy-used-promise-jo/
Dale Kooyenga,"April 1, 2016","""Today, it is more difficult to enlist in the U.S. military than it is to enroll in college.""",half-true,constituent newsletter,Education; Military; Public Health; Wisconsin,Tom Kertscher,"June 1, 2016",https://www.politifact.com/factchecks/2016/jun/01/dale-kooyenga/its-easier-get-college-military/
Vicki Martin,"May 12, 2016","Only 50 percent of students from Milwaukee public high schools ""go on to a two-or four-year college.""",mostly-true,presentation at a panel discussion,Education; Wisconsin,Sarah Hauer,"May 27, 2016",https://www.politifact.com/factchecks/2016/may/27/vicki-martin/it-true-only-half-milwaukee-public-schools-student/
Scott Walker,"May 16, 2016","""The University of Wisconsin System budget is the biggest it has ever been.""",mostly-true,interview,Education; State Budget; Taxes; Wisconsin,Tom Kertscher,"May 25, 2016",https://www.politifact.com/factchecks/2016/may/25/scott-walker/scott-walker-who-cut-funds-wisconsin-university-sy/
Celia Israel,"May 13, 2016","""When adjusted for inflation, (Texas) per-student spending has remained relatively flat over the past 16 years. Despite that trend, Texas schools in 2017 will receive $381 less per student than they did in 2003.""",half-true,press release,Education; State Budget; Texas,W. Gardner Selby,"May 23, 2016",https://www.politifact.com/factchecks/2016/may/23/celia-israel/celia-israel-says-student-education-spending-flat-/
Don Willett,"May 13, 2016","Before 2005, ""the percentage of"" Texas high school ""students meeting the college readiness standards of the Texas Higher Education Coordinating Board stood at 28% in English and 42% in math. Those figures stood at 65% and 66% in 2013.""",true,majority Texas Supreme Court opinion,Children; Education; Texas,W. Gardner Selby,"May 20, 2016",https://www.politifact.com/factchecks/2016/may/20/don-willett/justice-don-willett-accurately-recaps-surge-texas-/
Wisconsin Jobs Now,"April 28, 2016","Says Demond Means, ""turnaround district"" superintendent for Milwaukee Public Schools, said the district ""needs to be gutted.""",pants-fire,Facebook posting.,Education; Wisconsin,James B. Nelson,"May 18, 2016",https://www.politifact.com/factchecks/2016/may/18/wisconsin-jobs-now/debunking-claim-demond-means-said-milwaukee-public/
Scott Walker,"May 10, 2016","The University of Wisconsin-Milwaukee has ""2.8 students per faculty"" member, ""tied for second-lowest in its history since 1994.""",pants-fire,news release,Education; Labor; State Budget; Unions; Wisconsin,Tom Kertscher,"May 13, 2016",https://www.politifact.com/factchecks/2016/may/13/scott-walker/scott-walker-way-saying-university-wisconsin-milwa/
Bill McRaven,"January 21, 2016","University of Texas undergraduate student debt ""is less than $21,000… probably one of the lowest debts across the nation.""",mostly-true,addressing the Texas Higher Education Coordinating Board,Debt; Education; Texas,W. Gardner Selby,"May 12, 2016",https://www.politifact.com/factchecks/2016/may/12/bill-mcraven/bill-mcraven-university-texas-says-ut-students-gra/
Michelle Obama,"March 21, 2016","""Research even shows that sending more girls to school can boost an entire country’s GDP.""",mostly-true,interview posted on Medium,Global News Service; Education; Foreign Policy; Women,Jon Greenberg,"April 29, 2016",https://www.politifact.com/factchecks/2016/apr/29/michelle-obama/michelle-obama-research-shows-educating-girls-can-/
Danny Tarkanian,"April 18, 2016","Says Nevada state Sen. Michael Roberson ""forced Common Core for Nevada schools.""",half-true,television ad,Nevada; Education,Riley Snyder,"April 22, 2016",https://www.politifact.com/factchecks/2016/apr/22/danny-tarkanian/tarkanian-misses-mark-linking-opponent-common-core/
Jack Berry,"April 6, 2016","Richmond teachers have not gotten a raise ""for almost 10 years.""",mostly-false,candidates forum,Education; Income; Virginia,Sean Gorman,"April 18, 2016",https://www.politifact.com/factchecks/2016/apr/18/jack-berry/jack-berry-error-about-richmond-teacher-raises/
David Jolly,"April 4, 2016","Race to the Top grants ""require participating states to adopt the Common Core standards as a condition for receiving federal funding.""",mostly-false,statement on his campaign website,Education; Florida,Joshua Gillin,"April 8, 2016",https://www.politifact.com/factchecks/2016/apr/08/david-jolly/common-core-required-win-obama-grants-us-rep-da/
Bill Clinton,"April 3, 2016","""A college loan is the only loan in the United States that you cannot refinance when interest rates go down.""",mostly-true,campaign speech,Debt; Economy; Education; California,Chris Nichols,"April 6, 2016",https://www.politifact.com/factchecks/2016/apr/06/bill-clinton/bill-clintons-college-debt-claim-mostly-true/
Bernie Sanders,"March 30, 2016","Says his free public university tuition program ""is paid for … by a tax on Wall Street's speculation.""",mostly-false,CNN interview,National; Education,Lauren Carroll,"April 4, 2016",https://www.politifact.com/factchecks/2016/apr/04/bernie-sanders/bernie-sanders-says-wall-street-tax-would-pay-his-/
Viral media reports,"March 22, 2016","Emory University students were provided counseling after someone wrote ""Trump 2016"" in chalk on campus.",mostly-false,"Newspaper, television and social media",Georgia; Education,Jim Tharpe,"March 31, 2016",https://www.politifact.com/factchecks/2016/mar/31/viral-media-reports/media-base-claims-about-emory-counseling-after-tru/
Pat McCrory,"March 26, 2016","""Will (HB2) threaten federal funding for public schools under Title IX? No, according to a federal court which has looked at a similar issue.""",half-true,list of rebuttals to criticism over the law,Education; Government Regulation; LGBTQ; Sexuality; North Carolina,Will Doran,"March 29, 2016",https://www.politifact.com/factchecks/2016/mar/29/pat-mccrory/gov-pat-mccrory-no-title-ix-threat-billions-federa/
Roy Cooper,"March 8, 2016","""North Carolina spends $855 less per student than it did before the Great Recession, and we have one of the lowest per pupil spending levels in the nation.""",mostly-true,his education plan,Education; State Budget; North Carolina,Will Doran,"March 21, 2016",https://www.politifact.com/factchecks/2016/mar/21/roy-cooper/cooper-says-north-carolinas-education-spending-stu/
Hillary Clinton,"March 15, 2016","""Arizona schools rank 45th in the nation, dead last in funding per student.""",mostly-true,political advertisement that aired,Education; Arizona,Anthony Cave,"March 17, 2016",https://www.politifact.com/factchecks/2016/mar/17/hillary-clinton/clinton-ad-claims-arizona-lags-k-12-education/
Gayle Smith,"March 9, 2016","As a sign of ""extraordinary progress,"" ""there are half as many (primary-age) children out of school today as there were 15 years ago.""",half-true,speech on Capitol Hill,Global News Service; Education; Foreign Policy,Jon Greenberg,"March 17, 2016",https://www.politifact.com/factchecks/2016/mar/17/gayle-smith/usaid-head-overshoots-gains-getting-more-kids-scho/
Pat McCrory,"March 9, 2016","""Roy Cooper won't say how he will pay for ‘free’ college tuition.""",half-true,post on his Facebook page,Education; State Budget; North Carolina; Taxes,Will Doran,"March 14, 2016",https://www.politifact.com/factchecks/2016/mar/14/pat-mccrory/mccrory-right-cooper-lacks-plan-paying-overstates-/
