statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Jay Chaudhuri,"April 5, 2017","Says the T.R.U.M.P. Act, which would force presidential candidates to release their tax returns to run in North Carolina, ""has a lot of support – by a majority of North Carolinians and members of both parties.""",mostly-true,interview explaining his bill,Bipartisanship; Candidate Biography; Elections; States; Transparency; North Carolina; Taxes,Will Doran,"April 19, 2017",https://www.politifact.com/factchecks/2017/apr/19/jay-chaudhuri/even-state-trump-won-nc-lawmaker-says-most-people-/
Center for American Progress Action Fund,"April 16, 2017","""A trip to Mar-a-Lago costs taxpayers approximately $3.6 million, according to a Government Accountability Office report.""",half-true,website IsTrumpAtMarALago.org,National; Ethics; Taxes,Lauren Carroll,"April 18, 2017",https://www.politifact.com/factchecks/2017/apr/18/center-american-progress-action-fund/how-much-do-donald-trumps-trips-mar-lago-cost/
Rick Scott,"April 7, 2017","Says Florida has ""the second-lowest taxes, per capita, state taxes of any state in the country.""",mostly-true,Pensacola jobs roundtable,Taxes; Florida,Allison Graves,"April 13, 2017",https://www.politifact.com/factchecks/2017/apr/13/rick-scott/yes-florida-has-second-lowest-state-taxes-capita-d/
Jim Patterson,"April 10, 2017","California will have the ""highest gas tax in the nation"" once its 12 cent gas tax hike goes into effect.",false,press release,Energy; Gas Prices; States; Taxes; California,Chris Nichols,"April 11, 2017",https://www.politifact.com/factchecks/2017/apr/11/jim-patterson/will-california-soon-have-highest-gas-tax-nation/
Ax The Bev Tax,"March 22, 2017","""We offer a tremendous amount of low calorie, no calorie options, like waters, unsweetened products, low calorie diet items. All of which unfortunately are taxed by this tax.""",pants-fire,a tweet,Food; Taxes; Pennsylvania,Mark Dent,"March 24, 2017",https://www.politifact.com/factchecks/2017/mar/24/ax-bev-tax/pepsi-execs-words-twisted-anti-philly-soda-tax-gro/
David Price,"March 22, 2017","""Under the Republican health care repeal proposal North Carolina faces the 2nd highest premium increase in the nation. North Carolina residents will face an average cost increase of over $7,500.""",half-true,report from his Congressional office,Congress; Health Care; States; North Carolina; Taxes,Will Doran,"March 24, 2017",https://www.politifact.com/factchecks/2017/mar/24/david-price/price-right-north-carolina-would-have-nations-seco/
Ron Johnson,"March 21, 2017","The GOP’s Obamacare replacement would reduce subsidies that help lower-income people buy health insurance, but also ""expand the entitlement"" by giving subsidies to higher-income people ""that Obamacare never helped.""",true,interview,Health Care; Income; Taxes; Wisconsin,Tom Kertscher,"March 23, 2017",https://www.politifact.com/factchecks/2017/mar/23/ron-johnson/gop-obamacare-replacement-cuts-aid-lower-income-pe/
Mark Pocan,"March 20, 2017","Under ""Trumpcare,"" the Republican replacement for Obamacare, ""$600 billion worth of tax breaks will go to the wealthiest in this country.""",half-true,video,Health Care; Income; Wealth; Taxes; Wisconsin,Tom Kertscher,"March 21, 2017",https://www.politifact.com/factchecks/2017/mar/21/mark-pocan/americas-wealthiest-get-600-billion-tax-breaks-rep/
Andrew Cuomo,"February 23, 2017","The proposed state budget contains ""an additional tax cut for the middle class.""",mostly-false,and,State Budget; Taxes; New York,Dan Clark,"March 17, 2017",https://www.politifact.com/factchecks/2017/mar/17/andrew-cuomo/cuomos-budget-does-not-include-new-tax-cuts/
Tammy Baldwin,"March 8, 2017","""‘TrumpCare’ would allow insurance execs to personally make millions off your health care.""",mostly-false,tweet,Corporations; Health Care; Income; Taxes; Wisconsin,Tom Kertscher,"March 13, 2017",https://www.politifact.com/factchecks/2017/mar/13/tammy-baldwin/would-trumpcare-gop-replacement-obamacare-allow-in/
Donna Howard,"February 27, 2017","Says condoms ""used to be tax-exempt here in Texas.""",true,Facebook Live interview with Austin bureau reporters for the Dallas Morning News,Health Care; Sexuality; Taxes; Texas,W. Gardner Selby,"March 10, 2017",https://www.politifact.com/factchecks/2017/mar/10/donna-howard/donna-howard-says-condoms-used-be-tax-exempt-texas/
Bernie Sanders,"March 8, 2017","The GOP health care plan gives ""$275 billion in tax breaks for the top 2 percent, people earning $250,000 a year or more.""",mostly-true,"interview on MSNBC's ""All In With Chis Hayes""",National; Health Care; Taxes,Jon Greenberg,"March 9, 2017",https://www.politifact.com/factchecks/2017/mar/09/bernie-sanders/sanders-gop-health-care-plan-gives-wealthiest-275-/
Rick Scott,"March 7, 2017","""Florida is now the only state in the nation to tax commercial leases.""",true,his State of the State speech,Taxes; Florida,Allison Graves,"March 8, 2017",https://www.politifact.com/factchecks/2017/mar/08/rick-scott/florida-only-place-state-nation-tax-commercial-lea/
Nancy Pelosi,"March 5, 2017","Says 70 percent of benefits in Donald Trump’s proposal for child care ""go to the people making over $100,000 a year.""",true,"interview with CNN's ""State of the Union""",National; Children; Taxes,Gabrielle Healy,"March 8, 2017",https://www.politifact.com/factchecks/2017/mar/08/nancy-pelosi/nancy-pelosi-says-donald-trumps-child-care-proposa/
Kip Kendrick,"January 20, 2017","""Corporate entities are paying a lot less taxes this year than they have in the past. Part of that is from a loophole in a bill that was passed in 2015.""",mostly-true,interview on KMIZ’s “This Week”,Regulation; State Budget; Taxes; Missouri,Jen Para,"March 2, 2017",https://www.politifact.com/factchecks/2017/mar/02/kip-kendrick/kendrick-mostly-right-about-reduced-corporate-tax-/
Thomas Perez,"March 1, 2017","""The primary financing mechanism of the Affordable Care Act is a tax on wealthy people.""",half-true,"interview on CNN's ""New Day""",National; Health Care; Taxes,Jon Greenberg,"March 1, 2017",https://www.politifact.com/factchecks/2017/mar/01/thomas-perez/taxes-wealthy-pay-obamacare-dncs-perez-overshoots/
Gordon Hintz,"January 30, 2017","""Eleven individuals who make over $30 million each got $22 million credit"" from Wisconsin's manufacturing and agriculture tax credit.",mostly-true,interview,Agriculture; Income; Jobs; Taxes; Wisconsin,Tom Kertscher,"February 17, 2017",https://www.politifact.com/factchecks/2017/feb/17/gordon-hintz/11-people-get-22-million-wisconsins-gop-backed-man/
Paul Ryan,"January 25, 2017","In the United States, ""we tax our exports and don't tax our imports.""",half-true,interview,Foreign Policy; Trade; Taxes; Wisconsin,Tom Kertscher,"February 9, 2017",https://www.politifact.com/factchecks/2017/feb/09/paul-ryan/does-united-states-tax-exports-not-imports/
Claire McCaskill,"January 23, 2017","""Not one dime of the tax cut that they are going to enact with the repeal of Obamacare will go to people who make under $200,000.""",mostly-false,"interview on MSNBC's ""Morning Joe""",National; Health Care; Taxes,Louis Jacobson,"January 26, 2017",https://www.politifact.com/factchecks/2017/jan/26/claire-mccaskill/claire-mccaskill-overstates-tax-impacts-repealing-/
Ashley Judd,"January 21, 2017","""Pads and tampons (are) still taxed when Viagra and Rogaine are not.""",half-true,speech at the Women's March.,Women; Taxes; PunditFact,Linda Qiu,"January 22, 2017",https://www.politifact.com/factchecks/2017/jan/22/ashley-judd/are-pads-and-tampons-taxed-viagra-and-rogaine-not/
Roy Cooper,"January 19, 2017","Says North Carolinians are ""already paying for"" Medicaid expansion, even though the state hasn’t expanded Medicaid.",mostly-true,speech to business leaders,Health Care; Medicaid; Poverty; States; North Carolina; Taxes,Will Doran,"January 19, 2017",https://www.politifact.com/factchecks/2017/jan/19/roy-cooper/nc-gov-roy-cooper-medicaid-expansion-north-carolin/
Scott Walker,"January 10, 2017","Wisconsin property taxes, as a percentage of personal income, ""are the lowest that they've been since the end of World War II.""",true,a speech,Income; State Budget; Taxes; Wisconsin,Tom Kertscher,"January 13, 2017",https://www.politifact.com/factchecks/2017/jan/13/scott-walker/scott-walker-says-wisconsin-property-taxes-percent/
Robert Astorino,"January 10, 2017","""I have never once raised the county tax levy -- not for seven straight years.""",true,press release,Taxes; New York,Dan Clark,"January 11, 2017",https://www.politifact.com/factchecks/2017/jan/11/robert-astorino/astorino-has-not-raised-tax-levy-westchester-count/
Andrew Cuomo,"November 16, 2016","""Taxes for every New Yorker are lower today than when I started""",half-true,speech,Economy; Taxes; New York,Dan Clark,"December 16, 2016",https://www.politifact.com/factchecks/2016/dec/16/andrew-cuomo/most-taxes-are-lower-cuomo-was-elected/
Donald Trump,"December 13, 2016","America’s federal business tax rate is the highest ""in the world.""",mostly-true,speech,Corporations; Foreign Policy; Taxes; Wisconsin,Tom Kertscher,"December 15, 2016",https://www.politifact.com/factchecks/2016/dec/15/donald-trump/pledging-cuts-donald-trump-says-wisconsin-rally-us/
Christine Radogno,"November 14, 2016",We (in Illinois) have the fifth-highest tax burden in the country.,mostly-true,press conference,Taxes; Illinois,Madeleine Doubek,"December 2, 2016",https://www.politifact.com/factchecks/2016/dec/02/christine-radogno/illinois-tax-burden-among-highest-not-top-5-us/
Dan Patrick,"November 29, 2016","""Texans pay the sixth-highest property tax in the nation.""",mostly-true,press release,Taxes; Texas,W. Gardner Selby,"December 1, 2016",https://www.politifact.com/factchecks/2016/dec/01/dan-patrick/dan-patrick-mostly-right-texans-pay-nations-sixth-/
Paul Ryan,"September 26, 2016","""America’s tax code hasn’t been updated in 30 years.""",mostly-false,tweet,Taxes; Wisconsin,Cara Lombardo,"November 16, 2016",https://www.politifact.com/factchecks/2016/nov/16/paul-ryan/paul-ryan-right-federal-tax-code-has-not-been-upda/
Hillary Clinton,"November 4, 2016","Under Donald Trump's tax plan, ""51 percent of single parents would see their taxes go up.""",true,campaign rally,National; Taxes,Linda Qiu,"November 6, 2016",https://www.politifact.com/factchecks/2016/nov/06/hillary-clinton/would-51-single-parents-see-taxes-rise-under-donal/
Citizens to Protect Transportation Funding,"September 28, 2016","""We can fix our roads without raising taxes.""",false,TV ad,Transportation; Taxes; Illinois,Madeleine Doubek,"November 5, 2016",https://www.politifact.com/factchecks/2016/nov/05/citizens-protect-transportation-funding/safe-roads-backers-tax-claim-defies-reality/
Ron Johnson,"October 10, 2016","Says Russ Feingold ""voted to raise taxes on Social Security benefits for seniors, he even tried to give Social Security benefits to illegal immigrants.""",mostly-false,radio ad,Immigration; Federal Budget; Income; Social Security; Taxes; Wisconsin,Tom Kertscher,"November 3, 2016",https://www.politifact.com/factchecks/2016/nov/03/ron-johnson/ron-johnson-russ-feingold-social-security-votes-ra/
Deborah Ross,"October 13, 2016","""Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people.""",half-true,TV ad,Corporations; Economy; Workers; North Carolina; Taxes,Will Doran,"November 2, 2016",https://www.politifact.com/factchecks/2016/nov/02/deborah-ross/did-richard-burr-vote-protect-tax-breaks-companies/
Chris Malone,,"Says Democratic challenger for his N.C. House seat ""raised taxes on clothing, school supplies – even baby diapers!""",pants-fire,,Candidate Biography; County Budget; Negative Campaigning; States; North Carolina; Taxes,Will Doran,"October 28, 2016",https://www.politifact.com/factchecks/2016/oct/28/chris-malone/nc-legislator-accuses-opponent-creating-non-existe/
Hillary Clinton,"October 26, 2016","""One-half of undocumented workers pay federal income taxes, which means they are paying more federal income taxes than Donald Trump pays.""",half-true,rally,Immigration; National; Candidate Biography; Taxes,Lauren Carroll,"October 27, 2016",https://www.politifact.com/factchecks/2016/oct/27/hillary-clinton/clinton-undocumented-workers-pay-more-trump-federa/
No on 56 campaign,"October 7, 2016","California’s proposed tobacco tax ""diverts 82 percent of the new taxes to line the pockets of wealthy special interests like insurance companies who don't have to help even one more patient.""",mostly-false,campaign TV ad.,Elections; Public Health; Taxes; California,Chris Nichols,"October 25, 2016",https://www.politifact.com/factchecks/2016/oct/25/no-56-campaign/tobacco-industry-misleads-prop-56-doctor-advertise/
Donald Trump,"October 19, 2016","Says Hillary Clinton's ""plan is going to raise taxes and even double your taxes.""",mostly-false,third 2016 presidential debate,National; Economy; Income; Taxes,Louis Jacobson,"October 20, 2016",https://www.politifact.com/factchecks/2016/oct/20/donald-trump/donald-trump-predicts-hillary-clinton-will-double-/
Donald Trump,"October 9, 2016","""Many of (Hillary Clinton's) friends took bigger deductions (than me). Warren Buffett took a massive deduction. (George) Soros, who is a friend of hers, took a massive deduction.""",mostly-false,second presidential debate,National; Taxes,Rachel Tiede,"October 18, 2016",https://www.politifact.com/factchecks/2016/oct/18/donald-trump/trump-base-buffett-soros-deductions/
Hillary Clinton,"October 9, 2016","Says Warren Buffett has publicly said his secretary ""should not be paying a higher tax rate"" than him.",true,second presidential debate,National; Taxes,Rachel Tiede,"October 18, 2016",https://www.politifact.com/factchecks/2016/oct/18/hillary-clinton/clinton-correct-buffett-claimed-pay-lower-tax-rate/
