statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Facebook posts,"July 8, 2019","Migrants at the U.S. border are ""able to pay cell phone bills"" after a ""two-month excursion across four separate countries.""",mostly-false,Facebook post,Immigration; Technology; Facebook Fact-checks,Daniel Funke,"July 10, 2019",https://www.politifact.com/factchecks/2019/jul/10/facebook-posts/meme-about-migrant-cell-phone-use-us-border-takes-/
Michael Burgess,"June 24, 2019","Of shelters for immigrant children: ""You know what? There's not a lock on the door. Any child is free to leave at anytime, but they don't. You know why? Because they are well taken care of.""",half-true,MSNBC interview,Immigration; Homeland Security; Texas,Miriam Valverde,"July 10, 2019",https://www.politifact.com/factchecks/2019/jul/10/michael-burgess/are-immigrant-children-free-leave-shelters-anytime/
Big League Politics,"June 26, 2019","""Texas medical professional: Migrants quarantined with UNKNOWN disease.""",false,web post,Immigration; Public Health; Facebook Fact-checks,Daniel Funke,"July 3, 2019",https://www.politifact.com/factchecks/2019/jul/03/big-league-politics/no-migrants-arent-being-quarantined-unknown-diseas/
Michael Kearns,"June 17, 2019","Undocumented drivers ""have protections that US citizens don’t receive under Green light bill.""",false,Tweet,Immigration; New York,Jill Terreri Ramos,"June 29, 2019",https://www.politifact.com/factchecks/2019/jun/29/michael-kearns/kearns-claims-undocumented-drivers-get-special-pri/
Kamala Harris,"June 27, 2019","Says ""I disagreed"" with President Obama’s Secure Communities deportation program",half-true,Democratic presidential debate,Immigration; Border Security; Crime; California,Chris Nichols,"June 28, 2019",https://www.politifact.com/factchecks/2019/jun/28/kamala-harris/fact-check-did-kamala-harris-really-disagree-obama/
Ted Cruz,"June 21, 2019","""As you know, we apprehended over 144,000 people in a single month. That is a pace, which if it continues for 12 months, would put us on a pace for nearly 2 million apprehensions on the border.""",mostly-false,press release,Immigration; Texas,Madlin Mekelburg,"June 27, 2019",https://www.politifact.com/factchecks/2019/jun/27/ted-cruz/fact-checking-ted-cruz-apprehensions-us-mexico-bor/
Donald Trump,"June 20, 2019","""When I became president, President Obama had a separation policy. I didn’t have it. He had it.""",false,Telemundo interview,Immigration; National; Homeland Security,Miriam Valverde,"June 21, 2019",https://www.politifact.com/factchecks/2019/jun/21/donald-trump/donald-trump-again-falsely-says-obama-had-family-s/
Brian Kolfage,"June 10, 2019","Says that in New Mexico, ""illegals are issued emergency welfare EBT cards with $1k a month +$200 for each child, for at least 5+ years until they see a judge.""",false,tweet,Immigration; Homeland Security; Welfare; Facebook Fact-checks,Miriam Valverde,"June 17, 2019",https://www.politifact.com/factchecks/2019/jun/17/brian-kolfage/no-new-mexico-does-not-give-ebt-cards-immigrants-h/
Conservative Daily Post,"June 10, 2019","""Disease-ridden"" migrants from parts of Africa with Ebola are being ""dumped in San Antonio.""",false,post on the Internet,Immigration; Public Health; Facebook Fact-checks,Louis Jacobson,"June 12, 2019",https://www.politifact.com/factchecks/2019/jun/12/conservative-daily-post/are-migrants-diseases-ebola-being-dumped-san-anton/
Facebook posts,"May 5, 2019","Says six eradicated diseases such as whooping cough and the bubonic plague are making a comeback ""thanks to refugees and illegal immigrants.""",false,Facebook post,Immigration; Public Health; Facebook Fact-checks,Samantha Putterman,"June 10, 2019",https://www.politifact.com/factchecks/2019/jun/10/facebook-posts/no-illegal-immigrants-and-refugees-are-not-causing/
Tulsi Gabbard,"June 1, 2019","Says immigrant military service members applying for U.S. citizenship ""are getting rejected at higher numbers than those who are not veterans.""",true,veterans event,Immigration; National; Veterans,Miriam Valverde,"June 7, 2019",https://www.politifact.com/factchecks/2019/jun/07/tulsi-gabbard/tulsi-gabbard-right-citizenship-denials-are-higher/
Dan Patrick,"May 15, 2019","""We will have more people enter our country illegally than were born in this country in one year.""",pants-fire,a television appearance,Immigration; Texas,Madlin Mekelburg,"June 5, 2019",https://www.politifact.com/factchecks/2019/jun/05/dan-patrick/no-more-people-will-not-enter-united-states-illega/
Facebook posts,"May 31, 2019","Says presidential candidate Sen. Kirsten Gillibrand said, ""Social Security must (be) expanded to illegal immigration, it’s their right.""",false,Facebook post,Immigration; Social Security; Facebook Fact-checks,Samantha Putterman,"June 5, 2019",https://www.politifact.com/factchecks/2019/jun/05/facebook-posts/kirsten-gillibrand-did-not-say-undocumented-immigr/
Garland Tucker,"May 8, 2019","Said Sen. Thom Tillis ""co-sponsored a bill that not only provided amnesty, but provided a clear path to citizenship for illegal immigrants.""",mostly-false,interview with Sean Hannity,Immigration; North Carolina,Elizabeth Thompson,"June 5, 2019",https://www.politifact.com/factchecks/2019/jun/05/garland-tucker/garland-tucker-mostly-wrong-about-tillis-supportin/
Ben Carson,"May 21, 2019","More than 100,000 people are waiting for public housing in Houston and people who are in the country illegally are taking their spaces.",mostly-false,tweet,Immigration; Housing; Texas,Madlin Mekelburg,"May 30, 2019",https://www.politifact.com/factchecks/2019/may/30/ben-carson/ben-carson-houston-public-housing-immigrants/
Donald Trump,"May 16, 2019","""Only 12% of legal immigrants are selected based on skill or based on merit. In countries like Canada, Australia and New Zealand, and others, that number is closer to 60, and even 70 and 75% in some cases.""",mostly-true,immigration speech,Immigration; National; Corrections and Updates; Economy; Homeland Security; Jobs,Miriam Valverde,"May 24, 2019",https://www.politifact.com/factchecks/2019/may/24/donald-trump/donald-trumps-international-comparison-merit-based/
Dan Crenshaw,"May 6, 2019",Says about 80% to 90% of people seeking asylum do not have a valid claim.,false,a television apperance,Immigration; Texas,Madlin Mekelburg,"May 17, 2019",https://www.politifact.com/factchecks/2019/may/17/dan-crenshaw/are-vast-majority-asylum-claims-without-merit/
Letitia James,"April 23, 2019","""The enumeration clause speaks to the count of every individual, and not just Americans, not just citizens.""",true,news conference,Immigration; Census; Supreme Court; New York,Jill Terreri Ramos,"April 30, 2019",https://www.politifact.com/factchecks/2019/apr/30/letitia-james/ny-ag-emphasizes-key-fact-citizenship-question-cas/
Howard Schultz,"April 4, 2019","Says presidents George W. Bush and Barack Obama each tried to get immigration bills passed, but ""it did not work because the other party was unwilling to provide the president and his party a victory.""",mostly-false,Fox News town hall,Immigration; National,Louis Jacobson,"April 15, 2019",https://www.politifact.com/factchecks/2019/apr/15/howard-schultz/howard-schultzs-flawed-swipe-partisan-combat-immig/
X posts,"April 5, 2019","Says President Donald Trump said asylum seekers ""aren't people. These are animals.""",false,tweet,Immigration; National; Homeland Security,Miriam Valverde,"April 8, 2019",https://www.politifact.com/factchecks/2019/apr/08/tweets/tweet-leaves-out-context-donald-trumps-animals-rem/
Shelley Moore Capito,"January 30, 2019","""Beginning in the early 1990s, we built barriers in 4 sectors at our southern border. Since each was built, those sectors have seen massive drops in apprehensions of people crossing the border illegally,"" including 90 percent to 95 percent decreases in the Tucson, Yuma, San Diego and El Paso sectors. ​",mostly-false,tweet,West Virginia; Immigration; Homeland Security,Garrett Spikes,"April 8, 2019",https://www.politifact.com/factchecks/2019/apr/08/shelley-moore-capito/fact-checking-gop-talking-point-walls-and-border-a/
Julián Castro,"April 1, 2019","Says that the George W. Bush administration in 2005 revived a long-standing law when it ""decided to charge those that crossed the border with criminal violations, rather than civil ones.""",mostly-true,Medium post,Immigration; Homeland Security; Texas,Miriam Valverde,"April 5, 2019",https://www.politifact.com/factchecks/2019/apr/05/julian-castro/fact-checking-julian-castro-bushs-2005-immigration/
Mark Meadows,"March 14, 2019","""The previous administration under President Barack Obama really was the first time that we didn’t ask a citizenship-type question … for the first time in a century, a citizenship question was not included in 2010.""",false,congressional hearing,Immigration; Census; Corrections and Updates; North Carolina,Bill McCarthy,"April 4, 2019",https://www.politifact.com/factchecks/2019/apr/04/mark-meadows/meadows-wrongly-claims-obama-removed-census-citize/
Bloggers,"April 1, 2019","Americans ""would run out of avocados in three weeks"" if imports from Mexico were stopped due to a border closure.",mostly-true,news articles and blogs,Agriculture; Immigration; Food; California,Chris Nichols,"April 3, 2019",https://www.politifact.com/factchecks/2019/apr/03/blog-posting/holy-guacamole-would-america-really-run-out-avocad/
Quentin Miller,"February 26, 2019","Says an ICE detainer request ""is not a valid warrant.""",true,speech,Immigration; North Carolina,Matthew Riley,"March 28, 2019",https://www.politifact.com/factchecks/2019/mar/28/quentin-miller/nc-sheriff-right-ice-detainers-are-not-valid-warra/
Kamala Harris,"March 8, 2019","Says Trump administration is ""raiding money"" from military service member pensions to pay for the border wall.",false,tweet,Immigration; Congress; Military; Pensions; California,Chris Nichols,"March 28, 2019",https://www.politifact.com/factchecks/2019/mar/28/kamala-harris/kamala-harris-wrong-trump-isnt-raiding-money-milit/
Facebook posts,"March 5, 2019","""Right here (in West Virginia), they are building new houses … so that 321 Syrian Muslims can move down into this neighborhood in two months. … (A funeral home) is to be torn down in two months, and a mosque is going to built there.""",pants-fire,posts on the Internet,West Virginia; Immigration; Housing; Race and Ethnicity,Liz Newton,"March 27, 2019",https://www.politifact.com/factchecks/2019/mar/27/facebook-posts/viral-video-alleging-muslim-sharia-zone-west-virgi/
Facebook posts,"March 20, 2019","""Congress quietly repealed the McCarran Warner Act of 1952 forbidding Muslims from holding office.""",false,Facebook post,Immigration; Facebook Fact-checks,Ciara O'Rourke,"March 27, 2019",https://www.politifact.com/factchecks/2019/mar/27/facebook-posts/no-congress-didnt-repeal-law-bars-muslims-holding-/
Bloggers,"March 21, 2019","""We could build 30 walls with the $150 billion Obama gave to Iran.""",false,Facebook post,Immigration; Fake news; Iran; Facebook Fact-checks,Jon Greenberg,"March 22, 2019",https://www.politifact.com/factchecks/2019/mar/22/blog-posting/bad-math-iran-nuke-deal-dollars-wouldnt-cover-30-w/
Wisconsin Assembly Republicans,"March 12, 2019","In-state tuition available ""for non-U.S. citizens after three years … veterans have to wait five years.""",mostly-false,news release,Immigration; Education; State Budget; Veterans; Wisconsin,Eric Litke,"March 13, 2019",https://www.politifact.com/factchecks/2019/mar/13/wisconsin-assembly-republicans/republicans-botch-claim-comparing-tuition-immigran/
Facebook posts,"March 9, 2019","Says 228 House Democrats voted ""to allow illegal aliens to have right to vote""",false,text post on Facebook,Immigration; Elections; Fake news; Facebook Fact-checks,Amy Sherman,"March 13, 2019",https://www.politifact.com/factchecks/2019/mar/13/facebook-posts/no-house-democrats-did-vote-allow-noncitizens-vote/
Bloggers,"March 11, 2019","""In February alone there were enough illegal immigrants who crossed the border to fill this (Kansas City Chiefs’ Arrowhead) stadium.""",mostly-true,Facebook post,Immigration; Homeland Security; Sports; Facebook Fact-checks,Miriam Valverde,"March 12, 2019",https://www.politifact.com/factchecks/2019/mar/12/blog-posting/fact-checking-claim-about-kansas-city-chiefs-stadi/
America First,"March 1, 2019","Says Beto O’Rourke and Sen. Kirsten Gillibrand ""have both said they would tear down the wall if elected president.""",half-true,tweet,Immigration; National; Homeland Security,Miriam Valverde,"March 7, 2019",https://www.politifact.com/factchecks/2019/mar/07/america-first/did-beto-orourke-and-kirsten-gillibrand-say-theyd-/
