statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Rick Perry,"January 26, 2015","The U.S. unemployment rate has ""been massaged, it’s been doctored.""",pants-fire,breakfast talk,Economy; Jobs; Texas,W. Gardner Selby,"January 26, 2015",https://www.politifact.com/factchecks/2015/jan/26/rick-perry/rick-perry-iowa-says-unemployment-rate-has-been-ma/
Nathan Deal,"January 13, 2015",Mercedes-Benz USA  moving its headquarters to Atlanta will create at least 800 jobs.,mostly-true,press release,Georgia; Economy; Jobs,April Hunt,"January 26, 2015",https://www.politifact.com/factchecks/2015/jan/26/nathan-deal/mercedes-move-will-create-jobs/
John Cornyn,"January 20, 2015","The Texas leg of the Keystone pipeline ""has already created 4,800 jobs in just the year it's been up and running.""",false,post on his U.S. Senate website,Energy; Jobs; Texas,W. Gardner Selby,"January 23, 2015",https://www.politifact.com/factchecks/2015/jan/23/john-cornyn/cornyn-says-keystone-pipeline-through-texas-create/
Andy Puzder,"January 13, 2015","""Obamacare has caused millions of full-time jobs to become part-time.""",half-true,op-ed,National; Economy; Health Care; Jobs,Louis Jacobson,"January 23, 2015",https://www.politifact.com/factchecks/2015/jan/23/andy-puzder/ceo-carls-jr-says-obamacare-has-caused-millions-fu/
Carly Fiorina,"January 21, 2015","Says President Barack Obama is ""not paying women equally by his own measures in his own White House.""",mostly-false,"broadcast of MSNBC's ""Morning Joe""",Jobs; Women; PunditFact,Jon Greenberg,"January 22, 2015",https://www.politifact.com/factchecks/2015/jan/22/carly-fiorina/fiorina-obamafails-meet-his-own-measures-equal-pay/
Rick Perry,"January 15, 2015","Starting in December 2007, ""1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs.""",mostly-true,valedictory speech as governor to the Texas Legislature,Jobs; Texas,W. Gardner Selby,"January 22, 2015",https://www.politifact.com/factchecks/2015/jan/22/rick-perry/rick-perry-says-texas-gained-million-jobs-while-re/
Barack Obama,"January 20, 2015","The economy is ""creating jobs at the fastest pace since 1999.""",true,State of the Union address,National; Economy; Jobs,Louis Jacobson,"January 21, 2015",https://www.politifact.com/factchecks/2015/jan/21/barack-obama/barack-obama-says-us-economy-creating-jobs-fastest/
Barack Obama,"January 20, 2015","""Our unemployment rate is now lower than it was before the financial crisis.""",mostly-true,State of the Union address,National; Economy; Jobs,Louis Jacobson,"January 21, 2015",https://www.politifact.com/factchecks/2015/jan/21/barack-obama/barack-obama-says-unemployment-rate-now-lower-fina/
Barack Obama,"January 20, 2015","The United States is ""the only advanced country on Earth"" that doesn’t guarantee ""paid maternity leave to our workers.""",mostly-true,State of the Union address,National; Jobs; Women; Workers,Steve Contorno,"January 21, 2015",https://www.politifact.com/factchecks/2015/jan/21/barack-obama/barack-obama-says-united-states-only-developed-cou/
Barack Obama,"January 7, 2015","Over the past five years, the American automobile industry has ""created about 500,000 new jobs.""",true,speech,National; Economy; Jobs,Louis Jacobson,"January 20, 2015",https://www.politifact.com/factchecks/2015/jan/20/barack-obama/barack-obama-says-us-auto-industry-has-created-abo/
Bob Buckhorn,"January 15, 2015","Tampa Bay is ""leading the state in jobs creation.""",mostly-false,campaign ad,Economy; Jobs; Florida,Richard Danielson,"January 15, 2015",https://www.politifact.com/factchecks/2015/jan/15/bob-buckhorn/tampa-bay-area-leads-florida-job-creation-buckhorn/
Gwen Moore,"January 7, 2015","Says Mitch McConnell credits Republicans ""for recent economic improvements"" even though they took control of the Senate only ""days ago.""",mostly-true,tweet,Congress; Economy; Elections; Jobs; Wisconsin,Tom Kertscher,"January 14, 2015",https://www.politifact.com/factchecks/2015/jan/14/gwen-moore/us-rep-gwen-moore-ridicules-mitch-mcconnell-credit/
Mark Drewniak,"January 6, 2015",Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgia’s advantage in landing the company's USA corporate headquarters.,true,a press interview,Georgia; Economy; Jobs,Nancy Badertscher,"January 14, 2015",https://www.politifact.com/factchecks/2015/jan/14/mark-drewniak/new-jerseys-taxes-cost-living-paid-georgia/
Elizabeth Warren,"January 7, 2015","""The average family not in the top 10 percent makes less money today than they were making a generation ago.""",mostly-true,speech at the AFL-CIO National Summit on Raising Wages,National; Economy; Income; Jobs; Labor,Lauren Carroll,"January 13, 2015",https://www.politifact.com/factchecks/2015/jan/13/elizabeth-warren/warren-average-family-bottom-90-percent-made-more-/
Mitch McConnell,"January 7, 2015","A recent economic uptick appears to ""coincide"" with ""the expectation of a new Republican Congress.""",false,Senate floor speech,National; Economy; Jobs,Louis Jacobson,"January 8, 2015",https://www.politifact.com/factchecks/2015/jan/08/mitch-mcconnell/mitch-mcconnell-says-economic-uptick-coincides-exp/
Hank Huckaby,"December 16, 2014","Only 42 percent of young Georgians have a college certificate or degree, but soon 60 percent of jobs will require some college credential.",true,civic club speech,Georgia; Education; Jobs,Nancy Badertscher,"January 7, 2015",https://www.politifact.com/factchecks/2015/jan/07/hank-huckaby/huckaby-target-stats-skills-gap/
John Thune,"January 4, 2015","Says President Barack Obama's own administration has done five environmental impact assessments of the Keystone XL pipeline, ""all of which have said it would have a minimum impact on the environment.""",half-true,"comments on ""Fox News Sunday""",Environment; National; Energy; Jobs,Jon Greenberg,"January 4, 2015",https://www.politifact.com/factchecks/2015/jan/04/john-thune/thune-says-keystone-xl-pipeline-has-minimal-impact/
Facebook posts,"December 5, 2014","""When (Barack Obama) took office, 2.3 million people were out of work. Five-plus years later, we have 5 million-plus out of work.""",pants-fire,meme on social media,National; Economy; Jobs,Louis Jacobson,"December 9, 2014",https://www.politifact.com/factchecks/2014/dec/09/facebook-posts/social-media-meme-says-number-unemployed-has-risen/
Peter Morici,"December 7, 2014","Immigrants ""have captured all of the nearly 9 million jobs created since 2000.""",mostly-false,op-ed,Immigration; Economy; Jobs; PunditFact,Jon Greenberg,"December 2, 2014",https://www.politifact.com/factchecks/2014/dec/02/peter-morici/economist-immigrants-have-taken-all-new-jobs-creat/
Chuck Todd,"November 9, 2014",Wisconsin is below the national average in wage growth and job growth.,true,interview,Economy; Income; Jobs; Workers; Wisconsin,Tom Kertscher,"November 28, 2014",https://www.politifact.com/factchecks/2014/nov/28/chuck-todd/under-scott-walker-wisconsin-lags-us-wage-job-grow/
"Enough Already Wisconsin, Inc.","November 8, 2014",The majority of revenue generated by a proposed Kenosha casino would be sent to the Seminole tribe in Florida.,false,tweet,Gambling; Jobs; Wisconsin,James B. Nelson,"November 20, 2014",https://www.politifact.com/factchecks/2014/nov/20/enough-already-wisconsin-inc/anti-casino-group-enough-already-claims-most-reven/
Barack Obama,"November 16, 2014","""Over the last few years, we’ve put more people back to work than all the other advanced economies combined.""",half-true,press conference after the G20 summit,National; Economy; Jobs; Labor; Workers,Lauren Carroll,"November 18, 2014",https://www.politifact.com/factchecks/2014/nov/18/barack-obama/obama-us-has-put-more-people-back-work-all-other-a/
Russ Girling,"November 16, 2014","The State Department says the 42,000 jobs created by the Keystone XL pipeline are ""ongoing, enduring jobs.""",false,"comments on ABC's ""This Week""",Energy; Jobs; PunditFact,Katie Sanders,"November 16, 2014",https://www.politifact.com/factchecks/2014/nov/16/russ-girling/transcanada-ceo-says-42000-keystone-xl-pipeline-jo/
Anna Kooiman,"November 6, 2014","""There would be tens of thousands of jobs created"" if President Barack Obama approved the Keystone XL pipeline.",mostly-false,"segment on ""Fox & Friends""",Environment; Jobs; PunditFact,Katie Sanders,"November 11, 2014",https://www.politifact.com/factchecks/2014/nov/11/anna-kooiman/fox-news-host-keystone-pipeline-would-create-tens-/
Bob Seger,"October 12, 2014","The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.",false,interview,Environment; Economy; Jobs; Wisconsin,James B. Nelson,"November 10, 2014",https://www.politifact.com/factchecks/2014/nov/10/bob-seger/rock-singer-bob-seger-says-gogebic-mine-would-be-b/
Barack Obama,"November 9, 2014","""We've created more jobs in the United States than every other advanced economy combined since I came into office.""",half-true,"interview on CBS' ""Face the Nation""",National; Jobs,Lauren Carroll,"November 9, 2014",https://www.politifact.com/factchecks/2014/nov/09/barack-obama/obama-2009-us-has-created-more-jobs-every-other-ad/
Robert Healey,"November 5, 2014",I spent only $36.29 on my campaign for governor.,true,interviews,Rhode Island; Campaign Finance; Elections; Jobs,C. Eugene Emery Jr.,"November 9, 2014",https://www.politifact.com/factchecks/2014/nov/09/robert-healey/ri-moderate-partys-robert-healey-says-he-only-spen/
Bill Clinton,"October 24, 2014","""One-hundred times as many people worked their way from poverty into the American middle class"" during his presidency compared to Ronald Reagan's presidency.",mostly-false,speech,Economy; Jobs; Poverty; Workers; Wisconsin,Tom Kertscher,"November 7, 2014",https://www.politifact.com/factchecks/2014/nov/07/bill-clinton/did-100-times-more-people-ascend-middle-class-unde/
Ben Cardin,"November 2, 2014","""Every time we've increased the minimum wage, we've seen a growth in jobs.""",mostly-false,"interview on ""Fox News Sunday""",National; Economy; Income; Jobs; Labor; Small Business; Workers,Lauren Carroll,"November 6, 2014",https://www.politifact.com/factchecks/2014/nov/06/ben-cardin/does-raising-minimum-wage-result-job-growth/
Republican Party of Wisconsin,"October 29, 2014","""25,000 businesses have been created since (Scott) Walker took office.""",mostly-false,campaign news release,Jobs; Small Business; Wisconsin,Dave Umhoefer,"November 3, 2014",https://www.politifact.com/factchecks/2014/nov/03/republican-party-wisconsin/state-republican-party-25000-new-businesses-under-/
David Cicilline,"October 26, 2014","""We have the third-lowest minimum wage … of developed countries.""",true,TV debate,Rhode Island; Debates; Economy; Income; Jobs; Labor; Workers,Alex Kuffner,"November 1, 2014",https://www.politifact.com/factchecks/2014/nov/01/david-cicilline/david-cicilline-says-us-has-third-lowest-minimum-w/
Jeanne Shaheen,"October 21, 2014","Says Scott Brown ""voted to reward"" companies ""to ship jobs overseas.""",half-true,debate,New Hampshire; Jobs; Government Regulation; Voting Record; Workers,Jonathan Van Fleet,"October 31, 2014",https://www.politifact.com/factchecks/2014/oct/31/jeanne-shaheen/jeanne-shaheen-says-scott-brown-voted-reward-compa/
Mary Burke,"October 28, 2014","""The nation as a whole has created jobs at a rate that is two times the rate that we have created jobs here in Wisconsin under Gov. Walker.""",half-true,speech,Jobs; Wisconsin,Dave Umhoefer,"October 30, 2014",https://www.politifact.com/factchecks/2014/oct/30/mary-burke/mary-burke-says-us-added-jobs-twice-wisconsins-rat/
Scott Walker,"October 22, 2014","Says his promise of 250,000 new private sector jobs was a ""big goal.""",mostly-true,campaign TV ad,Economy; Jobs; Wisconsin,Dave Umhoefer,"October 30, 2014",https://www.politifact.com/factchecks/2014/oct/30/scott-walker/scott-walker-says-his-250000-jobs-promise-was-big-/
Scott Walker,"October 17, 2014","Figures for September 2014’s job growth in Wisconsin mark the ""largest private-sector job creation we've had in the month of September in more than a decade""",mostly-true,speech,Jobs; Wisconsin,James B. Nelson,"October 29, 2014",https://www.politifact.com/factchecks/2014/oct/29/scott-walker/scott-walker-says-september-job-growth-largest-sep/
Ernest Almonte,"October 19, 2014","Seth Magaziner ""plans to spend billions more of your money.""",false,television commercial,Rhode Island; Debt; Deficit; Economy; Education; Jobs; Message Machine 2014; Negative Campaigning; Pensions; Small Business; State Budget; Unions; Taxes,C. Eugene Emery Jr.,"October 29, 2014",https://www.politifact.com/factchecks/2014/oct/29/ernest-almonte/ernest-almonte-claims-seth-magaziner-treasurer-pla/
Mary Burke,"October 24, 2014","Says Scott Walker ""gave $6 million in tax breaks to a corporation and told them that they can keep that money even if they lay off half their workforce.""",half-true,speech,Wisconsin; Economy; Infrastructure; Jobs; State Budget; Taxes; Workers,Tom Kertscher,"October 28, 2014",https://www.politifact.com/factchecks/2014/oct/28/mary-burke/mary-burke-says-scott-walker-deal-lets-company-kee/
Republican State Leadership Committee,"October 9, 2014","""95 percent of job creators say Wisconsin is headed in the right direction.""",half-true,radio ad,Corporations; Jobs; Small Business; Wisconsin,Tom Kertscher,"October 24, 2014",https://www.politifact.com/factchecks/2014/oct/24/republican-state-leadership-committee/nearly-all-wisconsin-job-creators-say-state-going-/
